Fact_ID,Element_Name,Value,Unit,Is_Null,Context_Ref,Entity_ID,Period_Start,Period_End,Instant_Date,Taxonomy_Prefix,Element_Local_Name,Combined_Element_Name,Date_Part,Data_Type
Fact001683,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,372000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable_2025-05-02,2025-05-02,xbrl
Fact001685,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,975000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther_2025-05-02,2025-05-02,xbrl
Fact001687,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,442000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet_2025-05-02,2025-05-02,xbrl
Fact001689,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,3632000.0,USD,false,AsOf2025-05-02_custom_SMCBAcquisitionMember,0000923601,,,2025-05-02,us-gaap,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet_2025-05-02,2025-05-02,xbrl
Fact001693,BusinessAcquisitionsProFormaRevenue,7438000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,BusinessAcquisitionsProFormaRevenue,us-gaap:BusinessAcquisitionsProFormaRevenue_2025-06-30,2025-06-30,xbrl
Fact001694,BusinessAcquisitionsProFormaRevenue,6135000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,BusinessAcquisitionsProFormaRevenue,us-gaap:BusinessAcquisitionsProFormaRevenue_2024-06-30,2024-06-30,xbrl
Fact001699,BusinessAcquisitionsProFormaNetIncomeLoss,11313000.0,USD,false,From2025-01-01to2025-06-30,0000923601,2025-01-01,2025-06-30,,us-gaap,BusinessAcquisitionsProFormaNetIncomeLoss,us-gaap:BusinessAcquisitionsProFormaNetIncomeLoss_2025-06-30,2025-06-30,xbrl
Fact001700,BusinessAcquisitionsProFormaNetIncomeLoss,8735000.0,USD,false,From2024-01-012024-06-30,0000923601,2024-01-01,2024-06-30,,us-gaap,BusinessAcquisitionsProFormaNetIncomeLoss,us-gaap:BusinessAcquisitionsProFormaNetIncomeLoss_2024-06-30,2024-06-30,xbrl
Fact001723,Cash,6703000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,Cash,us-gaap:Cash_2023-12-31,2023-12-31,xbrl
Fact001730,AllowanceForDoubtfulAccountsReceivableCurrent,174000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap:AllowanceForDoubtfulAccountsReceivableCurrent_2023-12-31,2023-12-31,xbrl
Fact001726,AccountsReceivableNet,7308000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember_us-gaap_NonrelatedPartyMember,0000923601,,,2023-12-31,us-gaap,AccountsReceivableNet,us-gaap:AccountsReceivableNet_2023-12-31,2023-12-31,xbrl
Fact001745,InventoryNet,6871000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,InventoryNet,us-gaap:InventoryNet_2023-12-31,2023-12-31,xbrl
Fact001748,OtherAssetsCurrent,1919000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,OtherAssetsCurrent,us-gaap:OtherAssetsCurrent_2023-12-31,2023-12-31,xbrl
Fact001751,PrepaidExpenseAndOtherAssetsCurrent,136000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,PrepaidExpenseAndOtherAssetsCurrent,us-gaap:PrepaidExpenseAndOtherAssetsCurrent_2023-12-31,2023-12-31,xbrl
Fact001754,AssetsCurrent,23206000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,AssetsCurrent,us-gaap:AssetsCurrent_2023-12-31,2023-12-31,xbrl
Fact001763,OtherAssetsNoncurrent,179000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,OtherAssetsNoncurrent,us-gaap:OtherAssetsNoncurrent_2023-12-31,2023-12-31,xbrl
Fact001772,Assets,27715000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,Assets,us-gaap:Assets_2023-12-31,2023-12-31,xbrl
Fact001784,AccruedLiabilitiesCurrent,2614000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,AccruedLiabilitiesCurrent,us-gaap:AccruedLiabilitiesCurrent_2023-12-31,2023-12-31,xbrl
Fact001805,OtherLiabilitiesCurrent,159000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,OtherLiabilitiesCurrent,us-gaap:OtherLiabilitiesCurrent_2023-12-31,2023-12-31,xbrl
Fact001808,LiabilitiesCurrent,16209000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,LiabilitiesCurrent,us-gaap:LiabilitiesCurrent_2023-12-31,2023-12-31,xbrl
Fact001817,OtherLiabilitiesNoncurrent,3000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,OtherLiabilitiesNoncurrent,us-gaap:OtherLiabilitiesNoncurrent_2023-12-31,2023-12-31,xbrl
Fact001820,Liabilities,20137000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,Liabilities,us-gaap:Liabilities_2023-12-31,2023-12-31,xbrl
Fact001864,CommonStockSharesOutstanding,32090.0,Shares,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,CommonStockSharesOutstanding,us-gaap:CommonStockSharesOutstanding_2023-12-31,2023-12-31,xbrl
Fact001870,RetainedEarningsAccumulatedDeficit,25915000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,RetainedEarningsAccumulatedDeficit,us-gaap:RetainedEarningsAccumulatedDeficit_2023-12-31,2023-12-31,xbrl
Fact001879,LiabilitiesAndStockholdersEquity,27715000.0,USD,false,AsOf2023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-12-31,us-gaap,LiabilitiesAndStockholdersEquity,us-gaap:LiabilitiesAndStockholdersEquity_2023-12-31,2023-12-31,xbrl
Fact001881,RevenueFromContractWithCustomerExcludingAssessedTax,23494000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax_2024-12-31,2024-12-31,xbrl
Fact001882,RevenueFromContractWithCustomerExcludingAssessedTax,29198000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax_2023-12-31,2023-12-31,xbrl
Fact001884,CostOfGoodsAndServicesSold,18713000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,CostOfGoodsAndServicesSold,us-gaap:CostOfGoodsAndServicesSold_2024-12-31,2024-12-31,xbrl
Fact001885,CostOfGoodsAndServicesSold,23008000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,CostOfGoodsAndServicesSold,us-gaap:CostOfGoodsAndServicesSold_2023-12-31,2023-12-31,xbrl
Fact001887,GrossProfit,4781000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,GrossProfit,us-gaap:GrossProfit_2024-12-31,2024-12-31,xbrl
Fact001888,GrossProfit,6190000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,GrossProfit,us-gaap:GrossProfit_2023-12-31,2023-12-31,xbrl
Fact001905,OperatingIncomeLoss,13925000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,OperatingIncomeLoss,us-gaap:OperatingIncomeLoss_2024-12-31,2024-12-31,xbrl
Fact001906,OperatingIncomeLoss,6143000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,OperatingIncomeLoss,us-gaap:OperatingIncomeLoss_2023-12-31,2023-12-31,xbrl
Fact001923,NonoperatingIncomeExpense,10442000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NonoperatingIncomeExpense,us-gaap:NonoperatingIncomeExpense_2024-12-31,2024-12-31,xbrl
Fact001924,NonoperatingIncomeExpense,255000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NonoperatingIncomeExpense,us-gaap:NonoperatingIncomeExpense_2023-12-31,2023-12-31,xbrl
Fact001935,NetIncomeLossAttributableToNoncontrollingInterest,1110000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap:NetIncomeLossAttributableToNoncontrollingInterest_2024-12-31,2024-12-31,xbrl
Fact001938,NetIncomeLossAvailableToCommonStockholdersBasic,23257000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic_2024-12-31,2024-12-31,xbrl
Fact001939,NetIncomeLossAvailableToCommonStockholdersBasic,6398000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap:NetIncomeLossAvailableToCommonStockholdersBasic_2023-12-31,2023-12-31,xbrl
Fact001941,EarningsPerShareBasic,353.87,USDPShares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,EarningsPerShareBasic,us-gaap:EarningsPerShareBasic_2024-12-31,2024-12-31,xbrl
Fact001943,EarningsPerShareDiluted,353.87,USDPShares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,EarningsPerShareDiluted,us-gaap:EarningsPerShareDiluted_2024-12-31,2024-12-31,xbrl
Fact001945,EarningsPerShareBasic,263.04,USDPShares,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,EarningsPerShareBasic,us-gaap:EarningsPerShareBasic_2023-12-31,2023-12-31,xbrl
Fact001947,EarningsPerShareDiluted,263.04,USDPShares,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,EarningsPerShareDiluted,us-gaap:EarningsPerShareDiluted_2023-12-31,2023-12-31,xbrl
Fact001949,WeightedAverageNumberOfSharesOutstandingBasic,65722.0,Shares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic_2024-12-31,2024-12-31,xbrl
Fact001951,WeightedAverageNumberOfDilutedSharesOutstanding,65722.0,Shares,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding_2024-12-31,2024-12-31,xbrl
Fact001953,WeightedAverageNumberOfSharesOutstandingBasic,24323.0,Shares,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic_2023-12-31,2023-12-31,xbrl
Fact001955,WeightedAverageNumberOfDilutedSharesOutstanding,24323.0,Shares,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding_2023-12-31,2023-12-31,xbrl
Fact001963,SharesOutstanding,15837.0,Shares,false,AsOf2023-03-31_us-gaap_CommonStockMember_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-03-31,us-gaap,SharesOutstanding,us-gaap:SharesOutstanding_2023-03-31,2023-03-31,xbrl
Fact001958,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,29848000.0,USD,false,AsOf2023-03-31_us-gaap_AdditionalPaidInCapitalMember_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-03-31,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest_2023-03-31,2023-03-31,xbrl
Fact001980,StockGrantedDuringPeriodValueSharebasedCompensation,110000.0,USD,false,From2023-04-012023-12-31_us-gaap_AdditionalPaidInCapitalMember_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,StockGrantedDuringPeriodValueSharebasedCompensation,us-gaap:StockGrantedDuringPeriodValueSharebasedCompensation_2023-12-31,2023-12-31,xbrl
Fact002027,StockIssuedDuringPeriodSharesShareBasedCompensation,5099.0,Shares,false,From2024-01-012024-12-31_us-gaap_CommonStockMember_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,StockIssuedDuringPeriodSharesShareBasedCompensation,us-gaap:StockIssuedDuringPeriodSharesShareBasedCompensation_2024-12-31,2024-12-31,xbrl
Fact002022,StockGrantedDuringPeriodValueSharebasedCompensation,630000.0,USD,false,From2024-01-012024-12-31_us-gaap_AdditionalPaidInCapitalMember_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,StockGrantedDuringPeriodValueSharebasedCompensation,us-gaap:StockGrantedDuringPeriodValueSharebasedCompensation_2024-12-31,2024-12-31,xbrl
Fact002082,DepreciationAndAmortization,192000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,DepreciationAndAmortization,us-gaap:DepreciationAndAmortization_2024-12-31,2024-12-31,xbrl
Fact002083,DepreciationAndAmortization,287000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,DepreciationAndAmortization,us-gaap:DepreciationAndAmortization_2023-12-31,2023-12-31,xbrl
Fact002085,DeferredIncomeTaxExpenseBenefit,30000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,DeferredIncomeTaxExpenseBenefit,us-gaap:DeferredIncomeTaxExpenseBenefit_2024-12-31,2024-12-31,xbrl
Fact002109,InventoryWriteDown,918000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,InventoryWriteDown,us-gaap:InventoryWriteDown_2024-12-31,2024-12-31,xbrl
Fact002110,InventoryWriteDown,1798000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,InventoryWriteDown,us-gaap:InventoryWriteDown_2023-12-31,2023-12-31,xbrl
Fact002124,ShareBasedCompensation,630000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,ShareBasedCompensation,us-gaap:ShareBasedCompensation_2024-12-31,2024-12-31,xbrl
Fact002125,ShareBasedCompensation,110000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,ShareBasedCompensation,us-gaap:ShareBasedCompensation_2023-12-31,2023-12-31,xbrl
Fact002133,IncreaseDecreaseInAccountsReceivable,3114000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,IncreaseDecreaseInAccountsReceivable,us-gaap:IncreaseDecreaseInAccountsReceivable_2024-12-31,2024-12-31,xbrl
Fact002134,IncreaseDecreaseInAccountsReceivable,5241000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInAccountsReceivable,us-gaap:IncreaseDecreaseInAccountsReceivable_2023-12-31,2023-12-31,xbrl
Fact002136,IncreaseDecreaseInAccountsReceivableRelatedParties,57000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,IncreaseDecreaseInAccountsReceivableRelatedParties,us-gaap:IncreaseDecreaseInAccountsReceivableRelatedParties_2024-12-31,2024-12-31,xbrl
Fact002137,IncreaseDecreaseInAccountsReceivableRelatedParties,30000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInAccountsReceivableRelatedParties,us-gaap:IncreaseDecreaseInAccountsReceivableRelatedParties_2023-12-31,2023-12-31,xbrl
Fact002142,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,29000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap:IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets_2024-12-31,2024-12-31,xbrl
Fact002143,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,215000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,us-gaap:IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets_2023-12-31,2023-12-31,xbrl
Fact002146,IncreaseDecreaseInOtherNoncurrentAssets,76000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInOtherNoncurrentAssets,us-gaap:IncreaseDecreaseInOtherNoncurrentAssets_2023-12-31,2023-12-31,xbrl
Fact002151,IncreaseDecreaseInAccruedLiabilities,1076000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,IncreaseDecreaseInAccruedLiabilities,us-gaap:IncreaseDecreaseInAccruedLiabilities_2024-12-31,2024-12-31,xbrl
Fact002152,IncreaseDecreaseInAccruedLiabilities,348000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,IncreaseDecreaseInAccruedLiabilities,us-gaap:IncreaseDecreaseInAccruedLiabilities_2023-12-31,2023-12-31,xbrl
Fact002163,NetCashProvidedByUsedInOperatingActivities,8556000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetCashProvidedByUsedInOperatingActivities,us-gaap:NetCashProvidedByUsedInOperatingActivities_2024-12-31,2024-12-31,xbrl
Fact002164,NetCashProvidedByUsedInOperatingActivities,411000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NetCashProvidedByUsedInOperatingActivities,us-gaap:NetCashProvidedByUsedInOperatingActivities_2023-12-31,2023-12-31,xbrl
Fact002184,NetCashProvidedByUsedInInvestingActivities,2245000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetCashProvidedByUsedInInvestingActivities,us-gaap:NetCashProvidedByUsedInInvestingActivities_2024-12-31,2024-12-31,xbrl
Fact002185,NetCashProvidedByUsedInInvestingActivities,14000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NetCashProvidedByUsedInInvestingActivities,us-gaap:NetCashProvidedByUsedInInvestingActivities_2023-12-31,2023-12-31,xbrl
Fact002208,NetCashProvidedByUsedInFinancingActivities,11648000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,NetCashProvidedByUsedInFinancingActivities,us-gaap:NetCashProvidedByUsedInFinancingActivities_2024-12-31,2024-12-31,xbrl
Fact002209,NetCashProvidedByUsedInFinancingActivities,3411000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,NetCashProvidedByUsedInFinancingActivities,us-gaap:NetCashProvidedByUsedInFinancingActivities_2023-12-31,2023-12-31,xbrl
Fact002211,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,847000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_2024-12-31,2024-12-31,xbrl
Fact002212,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,3808000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_2023-12-31,2023-12-31,xbrl
Fact002215,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,2895000.0,USD,false,AsOf2023-03-31_srt_ScenarioPreviouslyReportedMember,0000923601,,,2023-03-31,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap:CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations_2023-03-31,2023-03-31,xbrl
Fact002292,OtherCostOfOperatingRevenue,2059000.0,USD,false,From2024-01-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-01-01,2024-12-31,,us-gaap,OtherCostOfOperatingRevenue,us-gaap:OtherCostOfOperatingRevenue_2024-12-31,2024-12-31,xbrl
Fact002294,OtherCostOfOperatingRevenue,2648000.0,USD,false,From2023-04-012023-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2023-04-01,2023-12-31,,us-gaap,OtherCostOfOperatingRevenue,us-gaap:OtherCostOfOperatingRevenue_2023-12-31,2023-12-31,xbrl
Fact002344,FinitelivedIntangibleAssetsAcquired1,1050000.0,USD,false,From2024-10-012024-12-31_srt_ScenarioPreviouslyReportedMember,0000923601,2024-10-01,2024-12-31,,us-gaap,FinitelivedIntangibleAssetsAcquired1,us-gaap:FinitelivedIntangibleAssetsAcquired1_2024-12-31,2024-12-31,xbrl
